YearWeekISO;ReportingCountry;Denominator;NumberDosesReceived;NumberDosesExported;FirstDose;FirstDoseRefused;SecondDose;DoseAdditional1;DoseAdditional2;DoseAdditional3;UnknownDose;Region;TargetGroup;Vaccine;Population
2022-W18;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MODBA.1;8978929
2022-W18;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.1;8978929
2022-W18;AT;423433;0;0;0;;2;0;0;0;0;AT;Age10_14;NVXD;8978929
2022-W18;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;AZ;8978929
2022-W18;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;UNK;8978929
2022-W18;AT;423433;0;0;0;;2;2;0;0;0;AT;Age10_14;MOD;8978929
2022-W18;AT;423433;0;0;160;;185;512;0;0;0;AT;Age10_14;COM;8978929
2022-W18;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;JANSS;8978929
2022-W18;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;VLA;8978929
2022-W18;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;SGSK;8978929
2022-W18;AT;258398;0;0;51;;153;556;5;0;0;AT;Age15_17;COM;8978929
2022-W18;AT;258398;0;0;0;;0;1;0;0;0;AT;Age15_17;COMBA.1;8978929
2022-W18;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;UNK;8978929
2022-W18;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.4-5;8978929
2022-W18;AT;258398;0;0;4;;2;1;0;0;0;AT;Age15_17;NVXD;8978929
2022-W18;AT;258398;0;0;0;;0;1;0;0;0;AT;Age15_17;MOD;8978929
2022-W18;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;JANSS;8978929
2022-W18;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;VLA;8978929
2022-W18;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;MODBA.1;8978929
2022-W18;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;AZ;8978929
2022-W18;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;SGSK;8978929
2022-W18;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;COMBA.4-5;8978929
2022-W18;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;AZ;8978929
2022-W18;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;VLA;8978929
2022-W18;AT;683584;0;0;0;;0;1;1;0;0;AT;Age18_24;JANSS;8978929
2022-W18;AT;683584;0;0;8;;5;12;0;0;0;AT;Age18_24;NVXD;8978929
2022-W18;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;MODBA.1;8978929
2022-W18;AT;683584;0;0;0;;0;1;0;0;0;AT;Age18_24;COMBA.1;8978929
2022-W18;AT;683584;0;0;0;;0;0;0;0;2;AT;Age18_24;UNK;8978929
2022-W18;AT;683584;0;0;1;;0;8;4;0;0;AT;Age18_24;MOD;8978929
2022-W18;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;SGSK;8978929
2022-W18;AT;683584;0;0;93;;259;1104;509;0;0;AT;Age18_24;COM;8978929
2022-W18;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;MODBA.1;8978929
2022-W18;AT;3002329;0;0;0;;0;0;0;0;7;AT;Age25_49;UNK;8978929
2022-W18;AT;3002329;0;0;2;;0;1;8;0;0;AT;Age25_49;JANSS;8978929
2022-W18;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;VLA;8978929
2022-W18;AT;3002329;0;0;263;;998;4862;2126;11;0;AT;Age25_49;COM;8978929
2022-W18;AT;3002329;0;0;8;;26;167;129;0;0;AT;Age25_49;MOD;8978929
2022-W18;AT;3002329;0;0;0;;2;2;0;0;0;AT;Age25_49;AZ;8978929
2022-W18;AT;3002329;0;0;55;;56;55;14;1;0;AT;Age25_49;NVXD;8978929
2022-W18;AT;3002329;0;0;0;;0;1;0;0;0;AT;Age25_49;COMBA.1;8978929
2022-W18;AT;3002329;0;0;0;;1;0;0;0;0;AT;Age25_49;COMBA.4-5;8978929
2022-W18;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;SGSK;8978929
2022-W18;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;MODBA.1;8978929
2022-W18;AT;1399348;0;0;0;;1;2;11;0;0;AT;Age50_59;JANSS;8978929
2022-W18;AT;1399348;0;0;0;;0;1;0;0;0;AT;Age50_59;AZ;8978929
2022-W18;AT;1399348;0;0;4;;14;117;94;1;0;AT;Age50_59;MOD;8978929
2022-W18;AT;1399348;0;0;18;;24;30;12;2;0;AT;Age50_59;NVXD;8978929
2022-W18;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;SGSK;8978929
2022-W18;AT;1399348;0;0;0;;0;1;0;0;0;AT;Age50_59;COMBA.4-5;8978929
2022-W18;AT;1399348;0;0;0;;0;0;0;0;4;AT;Age50_59;UNK;8978929
2022-W18;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;VLA;8978929
2022-W18;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;COMBA.1;8978929
2022-W18;AT;1399348;0;0;79;;442;2460;1152;5;0;AT;Age50_59;COM;8978929
2022-W18;AT;428300;0;0;1;;0;0;0;0;0;AT;Age5_9;AZ;8978929
2022-W18;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.4-5;8978929
2022-W18;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;SGSK;8978929
2022-W18;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MODBA.1;8978929
2022-W18;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;NVXD;8978929
2022-W18;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;UNK;8978929
2022-W18;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MOD;8978929
2022-W18;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;VLA;8978929
2022-W18;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;JANSS;8978929
2022-W18;AT;428300;0;0;68;;122;40;0;0;0;AT;Age5_9;COM;8978929
2022-W18;AT;428300;0;0;2;;0;0;0;0;0;AT;Age5_9;COMBA.1;8978929
2022-W18;AT;1047888;0;0;0;;0;1;0;0;0;AT;Age60_69;AZ;8978929
2022-W18;AT;1047888;0;0;1;;0;0;0;0;0;AT;Age60_69;COMBA.1;8978929
2022-W18;AT;1047888;0;0;33;;219;1919;982;1;0;AT;Age60_69;COM;8978929
2022-W18;AT;1047888;0;0;9;;12;22;14;1;0;AT;Age60_69;NVXD;8978929
2022-W18;AT;1047888;0;0;0;;0;0;4;0;0;AT;Age60_69;JANSS;8978929
2022-W18;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;MODBA.1;8978929
2022-W18;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;VLA;8978929
2022-W18;AT;1047888;0;0;0;;0;0;0;0;2;AT;Age60_69;UNK;8978929
2022-W18;AT;1047888;0;0;0;;8;87;50;1;0;AT;Age60_69;MOD;8978929
2022-W18;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;COMBA.4-5;8978929
2022-W18;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;SGSK;8978929
2022-W18;AT;753524;0;0;5;;5;65;75;1;0;AT;Age70_79;MOD;8978929
2022-W18;AT;753524;0;0;0;;0;1;2;0;0;AT;Age70_79;COMBA.1;8978929
2022-W18;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;MODBA.1;8978929
2022-W18;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;SGSK;8978929
2022-W18;AT;753524;0;0;21;;94;1210;1375;4;0;AT;Age70_79;COM;8978929
2022-W18;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;UNK;8978929
2022-W18;AT;753524;0;0;0;;0;1;0;0;0;AT;Age70_79;AZ;8978929
2022-W18;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.4-5;8978929
2022-W18;AT;753524;0;0;4;;5;12;5;0;0;AT;Age70_79;NVXD;8978929
2022-W18;AT;753524;0;0;0;;0;0;2;0;0;AT;Age70_79;JANSS;8978929
2022-W18;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;VLA;8978929
2022-W18;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.4-5;8978929
2022-W18;AT;502105;0;0;19;;45;698;2167;7;0;AT;Age80+;COM;8978929
2022-W18;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;AZ;8978929
2022-W18;AT;502105;0;0;0;;1;5;13;0;0;AT;Age80+;NVXD;8978929
2022-W18;AT;502105;0;0;1;;2;19;41;0;0;AT;Age80+;MOD;8978929
2022-W18;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;UNK;8978929
2022-W18;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;MODBA.1;8978929
2022-W18;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;SGSK;8978929
2022-W18;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;VLA;8978929
2022-W18;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;JANSS;8978929
2022-W18;AT;502105;0;0;0;;0;0;1;0;0;AT;Age80+;COMBA.1;8978929
2022-W18;AT;1543886;0;0;344;;524;1117;5;0;0;AT;Age<18;COM;8978929
2022-W18;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;VLA;8978929
2022-W18;AT;1543886;0;0;1;;0;0;0;0;0;AT;Age<18;AZ;8978929
2022-W18;AT;1543886;0;0;4;;4;1;0;0;0;AT;Age<18;NVXD;8978929
2022-W18;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;UNK;8978929
2022-W18;AT;1543886;0;0;0;;2;3;0;0;0;AT;Age<18;MOD;8978929
2022-W18;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;SGSK;8978929
2022-W18;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;JANSS;8978929
2022-W18;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.4-5;8978929
2022-W18;AT;1543886;0;0;2;;0;1;0;0;0;AT;Age<18;COMBA.1;8978929
2022-W18;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;MODBA.1;8978929
2022-W19;AT;7388778;0;0;6;;0;9;47;0;0;AT;ALL;JANSS;8978929
2022-W19;AT;7388778;0;0;0;;0;0;2;0;0;AT;ALL;COMBA.4-5;8978929
2022-W19;AT;7388778;0;0;3;;0;1;2;0;0;AT;ALL;COMBA.1;8978929
2022-W19;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;MODBA.1;8978929
2022-W19;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;SGSK;8978929
2022-W19;AT;7388778;0;0;88;;121;181;94;3;0;AT;ALL;NVXD;8978929
2022-W19;AT;7388778;0;0;0;;0;0;0;0;18;AT;ALL;UNK;8978929
2022-W19;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;VLA;8978929
2022-W19;AT;7388778;0;0;0;;0;2;0;0;0;AT;ALL;AZ;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;NVXD;8978929
2022-W19;AT;433755;0;0;35;;59;5;0;0;0;AT;Age0_4;COM;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;SGSK;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.1;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;AZ;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MOD;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;JANSS;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;UNK;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MODBA.1;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;VLA;8978929
2022-W19;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.4-5;8978929
2022-W19;AT;423433;0;0;1;;0;1;0;0;0;AT;Age10_14;NVXD;8978929
2022-W19;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;VLA;8978929
2022-W19;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;UNK;8978929
2022-W19;AT;423433;0;0;144;;173;502;3;0;0;AT;Age10_14;COM;8978929
2022-W19;AT;423433;0;0;1;;0;0;0;0;0;AT;Age10_14;MOD;8978929
2022-W19;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;AZ;8978929
2022-W19;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;SGSK;8978929
2022-W19;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.1;8978929
2022-W19;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MODBA.1;8978929
2022-W19;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.4-5;8978929
2022-W19;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;JANSS;8978929
2022-W19;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;SGSK;8978929
2022-W19;AT;258398;0;0;0;;0;2;0;0;0;AT;Age15_17;MOD;8978929
2022-W19;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;AZ;8978929
2022-W19;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;MODBA.1;8978929
2022-W19;AT;258398;0;0;2;;5;0;0;0;0;AT;Age15_17;NVXD;8978929
2022-W19;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.4-5;8978929
2022-W19;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;UNK;8978929
2022-W19;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.1;8978929
2022-W19;AT;258398;0;0;0;;0;1;0;0;0;AT;Age15_17;JANSS;8978929
2022-W19;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;VLA;8978929
2022-W19;AT;258398;0;0;65;;139;594;4;0;0;AT;Age15_17;COM;8978929
2022-W19;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;MODBA.1;8978929
2022-W19;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;VLA;8978929
2022-W19;AT;683584;0;0;0;;0;0;4;0;0;AT;Age18_24;JANSS;8978929
2022-W19;AT;683584;0;0;0;;0;0;0;0;4;AT;Age18_24;UNK;8978929
2022-W19;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;AZ;8978929
2022-W19;AT;683584;0;0;102;;253;1200;613;1;0;AT;Age18_24;COM;8978929
2022-W19;AT;683584;0;0;0;;7;8;5;0;0;AT;Age18_24;MOD;8978929
2022-W19;AT;683584;0;0;14;;11;15;5;0;0;AT;Age18_24;NVXD;8978929
2022-W19;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;COMBA.1;8978929
2022-W19;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;COMBA.4-5;8978929
2022-W19;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;SGSK;8978929
2022-W19;AT;3002329;0;0;12;;20;150;170;1;0;AT;Age25_49;MOD;8978929
2022-W19;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;AZ;8978929
2022-W19;AT;3002329;0;0;268;;860;4973;2231;5;0;AT;Age25_49;COM;8978929
2022-W19;AT;3002329;0;0;3;;0;0;0;0;0;AT;Age25_49;COMBA.1;8978929
2022-W19;AT;3002329;0;0;3;;0;6;17;0;0;AT;Age25_49;JANSS;8978929
2022-W19;AT;3002329;0;0;51;;59;81;43;1;0;AT;Age25_49;NVXD;8978929
2022-W19;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;COMBA.4-5;8978929
2022-W19;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;VLA;8978929
2022-W19;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;MODBA.1;8978929
2022-W19;AT;3002329;0;0;0;;0;0;0;0;3;AT;Age25_49;UNK;8978929
2022-W19;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;SGSK;8978929
2022-W19;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;SGSK;8978929
2022-W19;AT;1399348;0;0;2;;9;129;85;0;0;AT;Age50_59;MOD;8978929
2022-W19;AT;1399348;0;0;58;;383;2410;1170;5;0;AT;Age50_59;COM;8978929
2022-W19;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;MODBA.1;8978929
2022-W19;AT;1399348;0;0;0;;0;0;0;0;7;AT;Age50_59;UNK;8978929
2022-W19;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;COMBA.1;8978929
2022-W19;AT;1399348;0;0;1;;0;1;15;0;0;AT;Age50_59;JANSS;8978929
2022-W19;AT;1399348;0;0;16;;19;42;21;0;0;AT;Age50_59;NVXD;8978929
2022-W19;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;COMBA.4-5;8978929
2022-W19;AT;1399348;0;0;0;;0;1;0;0;0;AT;Age50_59;AZ;8978929
2022-W19;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;VLA;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;VLA;8978929
2022-W19;AT;428300;0;0;90;;123;30;0;0;0;AT;Age5_9;COM;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.4-5;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.1;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;JANSS;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;SGSK;8978929
2022-W19;AT;428300;0;0;0;;2;0;0;0;0;AT;Age5_9;NVXD;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;UNK;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MODBA.1;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;AZ;8978929
2022-W19;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MOD;8978929
2022-W19;AT;1047888;0;0;40;;172;1831;1130;4;0;AT;Age60_69;COM;8978929
2022-W19;AT;1047888;0;0;0;;0;0;1;0;0;AT;Age60_69;COMBA.4-5;8978929
2022-W19;AT;1047888;0;0;2;;5;80;70;1;0;AT;Age60_69;MOD;8978929
2022-W19;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;MODBA.1;8978929
2022-W19;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;SGSK;8978929
2022-W19;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;VLA;8978929
2022-W19;AT;1047888;0;0;0;;0;0;0;0;1;AT;Age60_69;UNK;8978929
2022-W19;AT;1047888;0;0;1;;0;2;8;0;0;AT;Age60_69;JANSS;8978929
2022-W19;AT;1047888;0;0;0;;0;1;0;0;0;AT;Age60_69;COMBA.1;8978929
2022-W19;AT;1047888;0;0;0;;0;1;0;0;0;AT;Age60_69;AZ;8978929
2022-W19;AT;1047888;0;0;4;;21;25;12;0;0;AT;Age60_69;NVXD;8978929
2022-W19;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;MODBA.1;8978929
2022-W19;AT;753524;0;0;0;;0;0;0;0;1;AT;Age70_79;UNK;8978929
2022-W19;AT;753524;0;0;1;;0;0;3;0;0;AT;Age70_79;JANSS;8978929
2022-W19;AT;753524;0;0;2;;0;45;91;0;0;AT;Age70_79;MOD;8978929
2022-W19;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;VLA;8978929
2022-W19;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.1;8978929
2022-W19;AT;753524;0;0;16;;78;1232;1520;3;0;AT;Age70_79;COM;8978929
2022-W19;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;SGSK;8978929
2022-W19;AT;753524;0;0;1;;9;8;8;1;0;AT;Age70_79;NVXD;8978929
2022-W19;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;AZ;8978929
2022-W19;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.4-5;8978929
2022-W19;AT;502105;0;0;0;;0;0;0;0;2;AT;Age80+;UNK;8978929
2022-W19;AT;502105;0;0;0;;0;0;1;0;0;AT;Age80+;COMBA.4-5;8978929
2022-W19;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;MODBA.1;8978929
2022-W19;AT;502105;0;0;0;;0;0;2;0;0;AT;Age80+;COMBA.1;8978929
2022-W19;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;JANSS;8978929
2022-W19;AT;502105;0;0;17;;50;758;2442;4;0;AT;Age80+;COM;8978929
2022-W19;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;SGSK;8978929
2022-W19;AT;502105;0;0;2;;2;10;5;1;0;AT;Age80+;NVXD;8978929
2022-W19;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;AZ;8978929
2022-W19;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;VLA;8978929
2022-W19;AT;502105;0;0;0;;1;20;30;0;0;AT;Age80+;MOD;8978929
2022-W19;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;UNK;8978929
2022-W19;AT;1543886;0;0;0;;0;1;0;0;0;AT;Age<18;JANSS;8978929
2022-W19;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;SGSK;8978929
2022-W19;AT;1543886;0;0;334;;494;1131;7;0;0;AT;Age<18;COM;8978929
2022-W19;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;MODBA.1;8978929
2022-W19;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.4-5;8978929
2022-W19;AT;1543886;0;0;3;;7;1;0;0;0;AT;Age<18;NVXD;8978929
2022-W19;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.1;8978929
2022-W19;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;AZ;8978929
2022-W19;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;VLA;8978929
2022-W19;AT;1543886;0;0;1;;0;2;0;0;0;AT;Age<18;MOD;8978929
2022-W20;AT;7388778;0;79680;474;;1339;11503;9814;37;0;AT;ALL;COM;8978929
2022-W20;AT;7388778;0;0;0;;0;1;1;0;0;AT;ALL;COMBA.4-5;8978929
2022-W20;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;MODBA.1;8978929
2022-W20;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;VLA;8978929
2022-W20;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;SGSK;8978929
2022-W20;AT;7388778;0;0;55;;89;111;49;0;0;AT;ALL;NVXD;8978929
2022-W20;AT;7388778;0;0;8;;1;2;46;0;0;AT;ALL;JANSS;8978929
2022-W20;AT;7388778;0;0;2;;4;1;2;0;0;AT;ALL;COMBA.1;8978929
2022-W20;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;AZ;8978929
2022-W20;AT;7388778;0;0;0;;0;0;0;0;11;AT;ALL;UNK;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;SGSK;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;VLA;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MODBA.1;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MOD;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;NVXD;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;JANSS;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;UNK;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.1;8978929
2022-W20;AT;433755;0;0;70;;57;6;0;0;0;AT;Age0_4;COM;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.4-5;8978929
2022-W20;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;AZ;8978929
2022-W20;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.4-5;8978929
2022-W20;AT;423433;0;0;0;;0;2;0;0;0;AT;Age10_14;MOD;8978929
2022-W20;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;JANSS;8978929
2022-W20;AT;423433;0;0;1;;0;0;0;0;0;AT;Age10_14;COMBA.1;8978929
2022-W20;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;VLA;8978929
2022-W20;AT;423433;0;0;140;;225;497;2;0;0;AT;Age10_14;COM;8978929
2022-W20;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;SGSK;8978929
2022-W20;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;AZ;8978929
2022-W20;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MODBA.1;8978929
2022-W20;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;NVXD;8978929
2022-W20;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;UNK;8978929
2022-W20;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;AZ;8978929
2022-W20;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;VLA;8978929
2022-W20;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;JANSS;8978929
2022-W20;AT;258398;0;0;0;;1;0;0;0;0;AT;Age15_17;COMBA.1;8978929
2022-W20;AT;258398;0;0;0;;0;1;1;0;0;AT;Age15_17;MOD;8978929
2022-W20;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;MODBA.1;8978929
2022-W20;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;SGSK;8978929
2022-W20;AT;258398;0;0;49;;93;545;4;1;0;AT;Age15_17;COM;8978929
2022-W20;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.4-5;8978929
2022-W20;AT;258398;0;0;5;;0;4;0;0;0;AT;Age15_17;NVXD;8978929
2022-W20;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;UNK;8978929
2022-W20;AT;683584;0;0;113;;194;1081;562;1;0;AT;Age18_24;COM;8978929
2022-W20;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;MODBA.1;8978929
2022-W20;AT;683584;0;0;5;;15;13;2;0;0;AT;Age18_24;NVXD;8978929
2022-W20;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;SGSK;8978929
2022-W20;AT;683584;0;0;0;;1;7;5;0;0;AT;Age18_24;MOD;8978929
2022-W20;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;COMBA.4-5;8978929
2022-W20;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;VLA;8978929
2022-W20;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;AZ;8978929
2022-W20;AT;683584;0;0;2;;0;1;2;0;0;AT;Age18_24;JANSS;8978929
2022-W20;AT;683584;0;0;2;;0;0;0;0;0;AT;Age18_24;COMBA.1;8978929
2022-W20;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;UNK;8978929
